iter	Logloss
247	0.0269209608
248	0.02673737531
249	0.02655533914
250	0.02638738447
251	0.02619798915
252	0.02600943039
253	0.02579992973
254	0.02560235819
255	0.02542804484
256	0.02531946657
257	0.02511977387
258	0.02492105767
259	0.0247154139
260	0.02455418924
261	0.02440676215
262	0.02423074183
263	0.02408927923
264	0.02383669875
265	0.02368576042
266	0.02344877736
267	0.02327695463
268	0.02306007499
269	0.02292075094
270	0.02278466439
271	0.02268387662
272	0.02247848347
273	0.02227281083
274	0.0221736307
275	0.02200917624
276	0.02188362107
277	0.02176071588
278	0.02165806491
279	0.02153115028
280	0.0213820092
281	0.02126409067
282	0.02113923494
283	0.02101135951
284	0.02094719587
285	0.02075148463
286	0.02063668916
287	0.02053386949
288	0.02045565373
289	0.02032247846
290	0.02021434306
291	0.02009045502
292	0.01998835279
293	0.01985661824
294	0.01976711121
295	0.0196598773
296	0.01949172938
297	0.01941193063
298	0.01932821741
299	0.01927385065
300	0.01918553037
301	0.0190999114
302	0.01895346072
303	0.01886539077
304	0.01873704796
305	0.01866223538
306	0.01855860192
307	0.01844763724
308	0.01835624072
309	0.01827784323
310	0.01816184699
311	0.01807738039
312	0.01797403258
313	0.01792786225
314	0.01783351786
315	0.01773660939
316	0.01766432626
317	0.01756468598
318	0.01747567268
319	0.01737872687
320	0.01729748118
321	0.01721109688
322	0.01713270502
323	0.01707529336
324	0.01696568211
325	0.01686304047
326	0.0167655476
327	0.01666353618
328	0.01655507952
329	0.01649312067
330	0.01645078375
331	0.01632120128
332	0.01622077806
333	0.01614622247
334	0.01606788802
335	0.01600471293
336	0.0158947213
337	0.01581308081
338	0.01574821288
339	0.01569433566
340	0.01558580597
341	0.01552256571
342	0.015431837
343	0.01533843226
344	0.0152841686
345	0.01517904971
346	0.01508368987
347	0.01499026549
348	0.01492328153
349	0.01484569079
350	0.01474237991
351	0.01467150789
352	0.01460642545
353	0.01454975231
354	0.01448789992
355	0.01442473267
356	0.01434711368
357	0.01427141014
358	0.0142079636
359	0.01413913851
360	0.01407214564
361	0.01401463829
362	0.01395938436
363	0.01389242667
364	0.01383343924
365	0.01378408225
366	0.01373362308
367	0.01368753884
368	0.01363676534
369	0.01359638346
370	0.01353634602
371	0.01348012379
372	0.01341694336
373	0.01336359639
374	0.0132541623
375	0.013193412
376	0.01314728883
377	0.01309878355
378	0.0130474219
379	0.01300035133
380	0.01294975369
381	0.01288240563
382	0.01282301649
383	0.0127762593
384	0.01273005454
385	0.01267412481
386	0.01261181385
387	0.01255691886
388	0.01250408096
389	0.01241096952
390	0.01234150579
391	0.01229252802
392	0.01222860961
393	0.01217929719
394	0.01212617026
395	0.01206592875
396	0.01202092961
397	0.01198300395
398	0.01192912057
399	0.01188238422
400	0.01184017358
401	0.01179005642
402	0.01174068668
403	0.01168560167
404	0.0116310207
405	0.01157409448
406	0.01150466386
407	0.01145757145
408	0.01141834951
409	0.01138630415
410	0.01133624196
411	0.01128213968
412	0.01123773937
413	0.01119580207
414	0.01114822892
415	0.01110045421
416	0.01105056875
417	0.01100553457
418	0.01096252199
419	0.01092675184
420	0.01088621402
421	0.01085229254
422	0.01080261944
423	0.01077060088
424	0.0107058784
425	0.01066451881
426	0.01061776017
427	0.01057807353
428	0.01053790776
429	0.01050091193
430	0.01046793241
431	0.01043406066
432	0.01040222784
433	0.01036404777
434	0.01032491529
435	0.01029772
436	0.01024015533
437	0.01021423756
438	0.01017648098
439	0.01014071873
440	0.01010676506
441	0.01008253093
442	0.01004670394
443	0.01002319624
444	0.009989718235
445	0.009941676642
446	0.009889221902
447	0.009858415505
448	0.00980952841
449	0.009765749417
450	0.009738625601
451	0.009695127736
452	0.009656713124
453	0.009634703317
454	0.009599441476
455	0.00956322309
456	0.009538201452
457	0.009503697797
458	0.009468349219
459	0.009418375352
460	0.009391958037
461	0.009366946554
462	0.009336957889
463	0.009306996032
464	0.009288765985
465	0.009251920879
466	0.009221872532
467	0.009198587404
468	0.009170721397
469	0.009127600168
470	0.009082761927
471	0.009053319869
472	0.009031356995
473	0.009003423732
474	0.008967994992
475	0.008939121766
476	0.008897880572
477	0.008865832034
478	0.008840933904
479	0.008802535513
