iter	Logloss
0	0.6510156816
1	0.61002422
2	0.5772860775
3	0.5469251767
4	0.5210793162
5	0.4971679049
6	0.4781757962
7	0.4631320619
8	0.4435449751
9	0.4295618532
10	0.4143519888
11	0.4030132529
12	0.3875346066
13	0.3801971126
14	0.3687381592
15	0.3613450368
16	0.349582717
17	0.3382834424
18	0.3329913552
19	0.3273090333
20	0.3203407512
21	0.3150862363
22	0.3112045499
23	0.3044093623
24	0.3023732195
25	0.2961595883
26	0.288348729
27	0.2812738369
28	0.2749106034
29	0.2715495024
30	0.2665785988
31	0.2595532656
32	0.2565623694
33	0.2517347088
34	0.2483519521
35	0.2452673405
36	0.2420282157
37	0.2371992214
38	0.233994606
39	0.2325181475
40	0.227918569
41	0.224807084
42	0.2219007939
43	0.2192559762
44	0.2164799009
45	0.2131410663
46	0.2101630074
47	0.2072575529
48	0.2049763828
49	0.2022153337
50	0.1995723502
51	0.1961481711
52	0.1930289407
53	0.1891314565
54	0.1879288914
55	0.1866185856
56	0.1851694035
57	0.1817074279
58	0.178901594
59	0.1759950419
60	0.1739198357
61	0.1719943551
62	0.1698600132
63	0.1682804388
64	0.166121961
65	0.1639965524
66	0.1606731034
67	0.1586934989
68	0.1568343168
69	0.1563691988
70	0.1541590062
71	0.1520429665
72	0.1510414891
73	0.1499320199
74	0.1480854481
75	0.1466913556
76	0.1457452735
77	0.1438070053
78	0.141676961
79	0.1406781766
80	0.139224236
81	0.1370739476
82	0.1363646509
83	0.135545169
84	0.1349518473
85	0.1326426674
86	0.131379261
87	0.1299771916
88	0.1282248329
89	0.1269792403
90	0.1249575819
91	0.1235384043
92	0.1219379977
93	0.1202855235
94	0.1187877996
95	0.118229127
96	0.11717123
97	0.1153369966
98	0.1144360816
99	0.1137694828
100	0.1129542994
101	0.1115355728
102	0.1099626584
103	0.1098506422
104	0.1086804093
105	0.1076411878
106	0.1060314413
107	0.104536871
108	0.1032825595
109	0.1025566933
110	0.1013224394
111	0.1005233549
112	0.09906620741
113	0.09794006889
114	0.09728875428
115	0.09593460783
116	0.09504167187
117	0.09413673497
118	0.09292461597
119	0.0919680754
120	0.09114474114
121	0.09042232935
122	0.08964052895
123	0.0889626002
124	0.08771190953
125	0.0867405394
126	0.08585577853
127	0.0844057811
128	0.08363280835
129	0.08239741387
130	0.0814532982
131	0.08052119261
132	0.0799255009
133	0.07948426238
134	0.07856949089
135	0.07781655472
136	0.07678201682
137	0.07601142668
138	0.07544506275
139	0.07461620686
140	0.07378341887
141	0.07294923843
142	0.07239570977
143	0.07174580295
144	0.07103660196
145	0.07074076958
146	0.07004664713
147	0.06922716516
148	0.06849837264
149	0.06822471492
150	0.0675536386
151	0.06695845732
152	0.06600440239
153	0.06535299291
154	0.06515706902
155	0.06441418142
156	0.06404720496
157	0.06346786724
158	0.06264545141
159	0.0620222034
160	0.06146026946
161	0.06053261236
162	0.05990890872
163	0.05937441287
164	0.05866892457
165	0.05755686854
166	0.05709881743
167	0.05653192461
168	0.05566141024
169	0.05494765683
170	0.05438345204
171	0.05384426671
172	0.0534573225
173	0.05264750889
174	0.051956473
175	0.0514213616
176	0.0506489024
177	0.05045223654
178	0.04993497409
179	0.04935658623
180	0.04876759801
181	0.04839147495
182	0.04805618923
183	0.04754081753
184	0.04692616918
185	0.04636221384
186	0.04601561875
187	0.04563383484
188	0.04498308285
189	0.04443844912
190	0.04403243772
191	0.0435420802
192	0.04325612412
193	0.04270042933
194	0.04237488013
195	0.04196578927
196	0.04156331361
197	0.04108800188
198	0.0407371736
199	0.04033890664
200	0.03988930864
201	0.0395561722
202	0.03913158737
203	0.03877191929
204	0.0384246332
205	0.03804960908
206	0.03772499644
207	0.03737765146
208	0.03702570729
209	0.03672178947
210	0.03638300305
211	0.03615610956
212	0.03560700373
213	0.0352947853
214	0.03499475711
215	0.03481245337
216	0.03444036653
217	0.03423270136
218	0.03396411161
219	0.03354203975
220	0.03326809873
221	0.03296606257
222	0.03270218915
223	0.03240132596
224	0.03222769473
225	0.03203406187
226	0.03160831019
227	0.03125579263
228	0.03104705797
229	0.03087657258
230	0.03059792045
231	0.03036269358
232	0.03014425052
233	0.02989905429
234	0.02961604243
235	0.02944749204
236	0.02921243327
237	0.0289295189
238	0.02868768978
239	0.02848713606
240	0.02832284539
241	0.02815161148
242	0.02787315579
243	0.02755574835
244	0.02743093454
245	0.02724628177
246	0.02709284803
